Environment,determinizing_mdp_times,bottleneck_finding_times,maximal_achievable_pruning_times,maximal_achievable_no_pruning_times,policy_computation_pruning_times,policy_computation_no_pruning_times,pruning_times,pruning_subsets,no_pruning_times,no_pruning_subsets,query_counts,information_gain_counts,transition_counts,proximity_counts,frequency_counts,random_counts,query_all_counts,human_bottlenecks,initial_mdp_state_space_sizes,initial_mdp_action_space_sizes
grid_4_10_models_0.2,0.0015232563018798828,0.0027189254760742188,0.0006580352783203125,0.0006580352783203125,0.0,0.0,0.0006580352783203125,6,0.0006580352783203125,6,3.6,3.3,3.6,3.8,3.3,3.4,7.0,7,16,20
puddle_4_10_models_0.1,0.0014901161193847656,0.003167867660522461,0.0005331039428710938,0.0005331039428710938,0.0,0.0,0.0005331039428710938,6,0.0005331039428710938,6,3.0,3.0,3.0,3.7,3.0,3.0,6.0,6,16,20
puddle_4_10_models_0.1,0.0013170242309570312,0.003139019012451172,0.00039005279541015625,0.00039005279541015625,0.0,0.0,0.00039005279541015625,5,0.00039005279541015625,5,2.8,2.8,2.8,2.9,2.8,3.1,5.0,5,16,20
puddle_4_10_models_0.1,0.0013043880462646484,0.0029985904693603516,0.0003712177276611328,0.0003712177276611328,0.0,0.0,0.0003712177276611328,5,0.0003712177276611328,5,3.0,3.0,3.0,2.5,3.0,2.6,5.0,5,16,20
puddle_4_10_models_0.1,0.0012674331665039062,0.0030999183654785156,0.0002560615539550781,0.0002560615539550781,0.0,0.0,0.0002560615539550781,3,0.0002560615539550781,3,1.9,1.9,1.9,1.8,1.9,1.7,3.0,3,16,20
puddle_4_10_models_0.1,0.0012857913970947266,0.003136873245239258,0.00037789344787597656,0.00037789344787597656,0.0,0.0,0.00037789344787597656,5,0.00037789344787597656,5,2.8,2.8,2.8,3.2,2.8,3.2,5.0,5,16,20
puddle_4_10_models_0.15,0.001184225082397461,0.0029840469360351562,0.0004968643188476562,0.0004968643188476562,0.0,0.0,0.0004968643188476562,5,0.0004968643188476562,5,2.7,2.3,2.7,2.5,2.3,3.6,6.0,6,16,16
puddle_4_10_models_0.15,0.001352071762084961,0.002877950668334961,0.0004961490631103516,0.0004961490631103516,0.0,0.0,0.0004961490631103516,5,0.0004961490631103516,5,3.2,3.4,3.2,2.7,3.4,3.2,6.0,6,16,20
puddle_4_10_models_0.15,0.0013260841369628906,0.0026807785034179688,0.00048613548278808594,0.00048613548278808594,0.0,0.0,0.00048613548278808594,6,0.00048613548278808594,6,2.8,2.8,2.8,3.5,2.8,3.5,6.0,6,16,20
puddle_4_10_models_0.15,0.0015900135040283203,0.002682924270629883,0.0009641647338867188,0.0009641647338867188,0.0,0.0,0.0009641647338867188,7,0.0009641647338867188,7,3.9,3.8,3.9,4.3,3.8,3.1,8.0,8,16,20
puddle_4_10_models_0.15,0.0013473033905029297,0.002953052520751953,0.0005080699920654297,0.0005080699920654297,0.0,0.0,0.0005080699920654297,6,0.0005080699920654297,6,3.8,3.8,3.8,3.0,3.8,3.6,6.0,6,16,16
puddle_4_10_models_0.2,0.00127410888671875,0.0025322437286376953,0.0006759166717529297,0.0006759166717529297,0.0,0.0,0.0006759166717529297,6,0.0006759166717529297,6,2.9,2.6,2.9,3.0,2.9,4.0,7.0,7,16,16
puddle_4_10_models_0.2,0.0011360645294189453,0.002579927444458008,0.0005323886871337891,0.0005323886871337891,0.0,0.0,0.0005323886871337891,5,0.0005323886871337891,5,3.3,2.5,3.3,2.4,2.5,3.2,6.0,6,16,16
puddle_4_10_models_0.2,0.0009329319000244141,0.0025038719177246094,0.00014209747314453125,0.00014209747314453125,0.0,0.0,0.00014209747314453125,2,0.00014209747314453125,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,16,20
puddle_4_10_models_0.2,0.0012302398681640625,0.002359151840209961,0.0003597736358642578,0.0003597736358642578,0.0,0.0,0.0003597736358642578,5,0.0003597736358642578,5,3.7,2.4,3.7,2.4,2.4,2.8,5.0,5,16,20
puddle_4_10_models_0.2,0.0012958049774169922,0.0025720596313476562,0.0005030632019042969,0.0005030632019042969,0.0,0.0,0.0005030632019042969,5,0.0005030632019042969,5,3.0,2.6,3.0,2.6,2.6,3.7,6.0,6,16,20
rock_4_10_models_0.1,0.0016775131225585938,0.003114938735961914,0.0006709098815917969,0.0006709098815917969,0.0,0.0,0.0006709098815917969,7,0.0006709098815917969,7,3.8,3.8,3.8,4.1,3.8,3.3,7.0,7,16,20
rock_4_10_models_0.1,0.0014858245849609375,0.003003835678100586,0.00037407875061035156,0.00037407875061035156,0.0,0.0,0.00037407875061035156,5,0.00037407875061035156,5,3.2,2.5,3.2,2.4,2.5,2.4,5.0,5,16,20
rock_4_10_models_0.1,0.0012538433074951172,0.003026723861694336,0.0003521442413330078,0.0003521442413330078,0.0,0.0,0.0003521442413330078,5,0.0003521442413330078,5,3.3,3.3,3.3,2.6,3.3,2.9,5.0,5,16,20
rock_4_10_models_0.1,0.001432180404663086,0.002997875213623047,0.0004830360412597656,0.0004830360412597656,0.0,0.0,0.0004830360412597656,6,0.0004830360412597656,6,4.0,4.0,4.0,2.4,4.0,3.5,6.0,6,16,20
rock_4_10_models_0.1,0.0014641284942626953,0.0030868053436279297,0.0004982948303222656,0.0004982948303222656,0.0,0.0,0.0004982948303222656,6,0.0004982948303222656,6,3.1,3.1,3.1,3.4,3.1,2.9,6.0,6,16,20
rock_4_10_models_0.15,0.001413106918334961,0.002865314483642578,0.0006406307220458984,0.0006406307220458984,0.0,0.0,0.0006406307220458984,6,0.0006406307220458984,6,3.3,3.0,3.3,3.0,3.0,3.5,7.0,7,16,20
rock_4_10_models_0.15,0.0013501644134521484,0.0028848648071289062,0.0003790855407714844,0.0003790855407714844,0.0,0.0,0.0003790855407714844,5,0.0003790855407714844,5,2.8,2.8,2.8,2.9,2.8,3.2,5.0,5,16,20
rock_4_10_models_0.15,0.0013852119445800781,0.00269317626953125,0.00026798248291015625,0.00026798248291015625,0.0,0.0,0.00026798248291015625,4,0.00026798248291015625,4,2.4,2.4,2.4,2.6,2.4,2.4,4.0,4,16,20
rock_4_10_models_0.15,0.0013384819030761719,0.002850055694580078,0.00046515464782714844,0.00046515464782714844,0.0,0.0,0.00046515464782714844,6,0.00046515464782714844,6,3.3,3.0,3.3,3.2,3.0,2.6,6.0,6,16,20
rock_4_10_models_0.15,0.0011601448059082031,0.0027379989624023438,0.00024890899658203125,0.00024890899658203125,0.0,0.0,0.00024890899658203125,4,0.00024890899658203125,4,2.3,2.3,2.3,2.2,2.3,2.2,4.0,4,16,16
rock_4_10_models_0.2,0.0016820430755615234,0.0025658607482910156,0.00048422813415527344,0.00048422813415527344,0.0,0.0,0.00048422813415527344,6,0.00048422813415527344,6,4.0,4.0,4.0,4.0,4.0,3.9,6.0,6,16,16
rock_4_10_models_0.2,0.0013279914855957031,0.002428293228149414,0.0003650188446044922,0.0003650188446044922,0.0,0.0,0.0003650188446044922,5,0.0003650188446044922,5,3.1,2.3,3.1,2.4,2.3,2.2,5.0,5,16,20
rock_4_10_models_0.2,0.0014660358428955078,0.0024538040161132812,0.0010662078857421875,0.0010662078857421875,0.0,0.0,0.0010662078857421875,7,0.0010662078857421875,7,4.8,3.5,3.9,3.2,3.5,3.4,8.0,8,16,20
rock_4_10_models_0.2,0.0009009838104248047,0.002402782440185547,0.0003418922424316406,0.0003418922424316406,0.0,0.0,0.0003418922424316406,4,0.0003418922424316406,4,2.2,2.0,2.2,2.0,2.0,2.5,5.0,5,16,16
rock_4_10_models_0.2,0.0016298294067382812,0.002346038818359375,0.0010390281677246094,0.0010390281677246094,0.0,0.0,0.0010390281677246094,8,0.0010390281677246094,8,3.7,3.3,3.7,3.5,3.3,2.7,8.0,8,16,16
four_rooms_4_10_models_0.0,0.0014276504516601562,0.0026879310607910156,0.0007040500640869141,0.0007040500640869141,0.0,0.0,0.0007040500640869141,7,0.0007040500640869141,7,4.1,4.1,4.1,3.5,4.1,5.2,7.0,7,16,16
four_rooms_4_10_models_0.0,0.0012676715850830078,0.0026590824127197266,0.0005090236663818359,0.0005090236663818359,0.0,0.0,0.0005090236663818359,6,0.0005090236663818359,6,3.7,3.7,3.7,3.2,3.7,3.6,6.0,6,16,20
four_rooms_4_10_models_0.0,0.0013206005096435547,0.0026619434356689453,0.0004940032958984375,0.0004940032958984375,0.0,0.0,0.0004940032958984375,6,0.0004940032958984375,6,3.0,3.0,3.0,3.7,3.0,3.4,6.0,6,16,16
four_rooms_4_10_models_0.0,0.0015437602996826172,0.0028340816497802734,0.00072479248046875,0.00072479248046875,0.0,0.0,0.00072479248046875,7,0.00072479248046875,7,3.5,3.5,3.5,4.2,3.5,5.2,7.0,7,16,16
four_rooms_4_10_models_0.0,0.0013663768768310547,0.002653360366821289,0.0003006458282470703,0.0003006458282470703,0.0,0.0,0.0003006458282470703,4,0.0003006458282470703,4,2.3,2.3,2.3,2.2,2.3,2.4,4.0,4,16,16
grid_4_50_models_0.1,0.0018532276153564453,0.013988733291625977,0.0009720325469970703,0.0009720325469970703,0.0,0.0,0.0009720325469970703,8,0.0009720325469970703,8,4.92,3.7,4.92,3.54,3.7,4.7,8.0,8,16,20
grid_4_50_models_0.1,0.0019028186798095703,0.014514923095703125,0.0006639957427978516,0.0006639957427978516,0.0,0.0,0.0006639957427978516,7,0.0006639957427978516,7,3.76,3.76,3.76,4.14,3.76,4.1,7.0,7,16,20
grid_4_50_models_0.1,0.0018644332885742188,0.014235973358154297,0.0010879039764404297,0.0010879039764404297,0.0,0.0,0.0010879039764404297,8,0.0010879039764404297,8,4.58,4.58,4.58,4.3,4.58,4.56,8.0,8,16,20
grid_4_50_models_0.1,0.0018875598907470703,0.014091968536376953,0.0010690689086914062,0.0010690689086914062,0.0,0.0,0.0010690689086914062,8,0.0010690689086914062,8,4.72,4.72,4.72,4.14,4.72,4.0,8.0,8,16,20
grid_4_50_models_0.1,0.0018749237060546875,0.014412879943847656,0.0009930133819580078,0.0009930133819580078,0.0,0.0,0.0009930133819580078,8,0.0009930133819580078,8,4.0,4.0,4.0,4.7,4.0,4.46,8.0,8,16,20
grid_4_50_models_0.15,0.0017495155334472656,0.013711929321289062,0.0010471343994140625,0.0010471343994140625,0.0,0.0,0.0010471343994140625,8,0.0010471343994140625,8,4.24,4.24,4.24,4.52,4.24,4.1,8.0,8,16,20
grid_4_50_models_0.15,0.0017495155334472656,0.01278376579284668,0.0017290115356445312,0.0017290115356445312,0.0,0.0,0.0017290115356445312,8,0.0017290115356445312,8,4.14,3.5,4.14,3.42,3.5,4.9,9.0,9,16,20
grid_4_50_models_0.15,0.0018491744995117188,0.013981103897094727,0.0010030269622802734,0.0010030269622802734,0.0,0.0,0.0010030269622802734,8,0.0010030269622802734,8,4.8,3.1,4.8,3.1,3.1,4.8,8.0,8,16,20
grid_4_50_models_0.15,0.0017993450164794922,0.013511896133422852,0.0010471343994140625,0.0010471343994140625,0.0,0.0,0.0010471343994140625,8,0.0010471343994140625,8,4.9,3.22,4.9,3.5,3.22,4.48,8.0,8,16,20
grid_4_50_models_0.15,0.0017325878143310547,0.012696027755737305,0.0010540485382080078,0.0010540485382080078,0.0,0.0,0.0010540485382080078,7,0.0010540485382080078,7,4.7,3.1,4.3,3.08,3.1,4.12,8.0,8,16,20
grid_4_50_models_0.2,0.0016694068908691406,0.012299060821533203,0.0007307529449462891,0.0007307529449462891,0.0,0.0,0.0007307529449462891,7,0.0007307529449462891,7,4.42,3.62,4.42,3.58,3.62,4.06,7.0,7,16,16
grid_4_50_models_0.2,0.0016949176788330078,0.012575864791870117,0.0007002353668212891,0.0007002353668212891,0.0,0.0,0.0007002353668212891,7,0.0007002353668212891,7,4.32,3.74,4.32,3.82,3.74,4.36,7.0,7,16,20
grid_4_50_models_0.2,0.0016937255859375,0.01203608512878418,0.000988006591796875,0.000988006591796875,0.0,0.0,0.000988006591796875,8,0.000988006591796875,8,4.3,3.04,4.3,3.04,3.04,4.8,8.0,8,16,20
grid_4_50_models_0.2,0.001636505126953125,0.01086282730102539,0.0007290840148925781,0.0007290840148925781,0.0,0.0,0.0007290840148925781,8,0.0007290840148925781,8,5.48,3.22,4.84,3.44,3.44,4.18,7.0,7,16,20
grid_4_50_models_0.2,0.0015742778778076172,0.011767148971557617,0.010737895965576172,0.010737895965576172,0.0,0.0,0.010737895965576172,8,0.010737895965576172,8,4.84,3.08,4.84,3.14,3.08,5.82,11.0,11,16,16
puddle_4_50_models_0.1,0.0019040107727050781,0.013854265213012695,0.0006449222564697266,0.0006449222564697266,0.0,0.0,0.0006449222564697266,7,0.0006449222564697266,7,4.16,4.16,4.16,4.56,4.16,4.24,7.0,7,16,20
puddle_4_50_models_0.1,0.00186920166015625,0.014176130294799805,0.0009758472442626953,0.0009758472442626953,0.0,0.0,0.0009758472442626953,8,0.0009758472442626953,8,4.6,3.56,4.6,4.8,3.56,4.02,8.0,8,16,20
puddle_4_50_models_0.1,0.0018725395202636719,0.014700889587402344,0.0010230541229248047,0.0010230541229248047,0.0,0.0,0.0010230541229248047,8,0.0010230541229248047,8,4.14,4.14,4.14,4.46,4.14,4.42,8.0,8,16,20
puddle_4_50_models_0.1,0.0018551349639892578,0.0168912410736084,0.0012879371643066406,0.0012879371643066406,0.0,0.0,0.0012879371643066406,8,0.0012879371643066406,8,3.74,3.74,3.74,4.9,3.74,4.76,8.0,8,16,20
puddle_4_50_models_0.1,0.001967191696166992,0.014536857604980469,0.0009191036224365234,0.0009191036224365234,0.0,0.0,0.0009191036224365234,8,0.0009191036224365234,8,4.18,4.18,4.18,4.7,4.18,4.64,8.0,8,16,20
puddle_4_50_models_0.15,0.0018744468688964844,0.012530803680419922,0.0009829998016357422,0.0009829998016357422,0.0,0.0,0.0009829998016357422,8,0.0009829998016357422,8,5.04,3.7,5.04,3.7,3.7,4.66,8.0,8,16,20
puddle_4_50_models_0.15,0.00174713134765625,0.012781143188476562,0.0017268657684326172,0.0017268657684326172,0.0,0.0,0.0017268657684326172,8,0.0017268657684326172,8,4.44,3.72,4.44,3.88,3.72,4.6,9.0,9,16,20
puddle_4_50_models_0.15,0.001710653305053711,0.012765169143676758,0.001703023910522461,0.001703023910522461,0.0,0.0,0.001703023910522461,8,0.001703023910522461,8,4.2,3.64,4.2,3.42,3.64,5.04,9.0,9,16,20
puddle_4_50_models_0.15,0.0017821788787841797,0.01287221908569336,0.0016219615936279297,0.0016219615936279297,0.0,0.0,0.0016219615936279297,8,0.0016219615936279297,8,4.3,3.52,4.3,4.22,3.52,4.38,9.0,9,16,20
puddle_4_50_models_0.15,0.0018000602722167969,0.013285160064697266,0.0009710788726806641,0.0009710788726806641,0.0,0.0,0.0009710788726806641,8,0.0009710788726806641,8,4.5,3.9,4.5,4.1,3.9,4.98,8.0,8,16,20
puddle_4_50_models_0.2,0.001596689224243164,0.011961698532104492,0.0010542869567871094,0.0010542869567871094,0.0,0.0,0.0010542869567871094,6,0.0010542869567871094,6,5.58,2.66,4.06,2.82,2.66,4.14,8.0,8,16,16
puddle_4_50_models_0.2,0.001728057861328125,0.010891199111938477,0.0018038749694824219,0.0018038749694824219,0.0,0.0,0.0018038749694824219,8,0.0018038749694824219,8,5.16,3.06,5.16,3.2,3.06,4.82,9.0,9,16,20
puddle_4_50_models_0.2,0.00162506103515625,0.011464834213256836,0.0016629695892333984,0.0016629695892333984,0.0,0.0,0.0016629695892333984,8,0.0016629695892333984,8,4.12,3.92,4.12,3.96,3.92,4.82,9.0,9,16,16
puddle_4_50_models_0.2,0.001791238784790039,0.013047218322753906,0.0009870529174804688,0.0009870529174804688,0.0,0.0,0.0009870529174804688,8,0.0009870529174804688,8,4.38,3.92,4.38,3.74,3.92,4.94,8.0,8,16,20
puddle_4_50_models_0.2,0.0016651153564453125,0.011691808700561523,0.0010271072387695312,0.0010271072387695312,0.0,0.0,0.0010271072387695312,7,0.0010271072387695312,7,3.88,3.06,3.88,2.98,3.06,4.5,8.0,8,16,20
rock_4_50_models_0.1,0.0018639564514160156,0.014793157577514648,0.001056671142578125,0.001056671142578125,0.0,0.0,0.001056671142578125,8,0.001056671142578125,8,4.94,4.94,4.94,3.88,4.94,4.48,8.0,8,16,20
rock_4_50_models_0.1,0.0018680095672607422,0.014230966567993164,0.000982046127319336,0.000982046127319336,0.0,0.0,0.000982046127319336,8,0.000982046127319336,8,4.12,4.12,4.12,4.38,4.12,4.34,8.0,8,16,20
rock_4_50_models_0.1,0.0019047260284423828,0.013803958892822266,0.0009562969207763672,0.0009562969207763672,0.0,0.0,0.0009562969207763672,8,0.0009562969207763672,8,4.2,4.2,4.2,4.66,4.2,4.7,8.0,8,16,20
rock_4_50_models_0.1,0.0019199848175048828,0.014174938201904297,0.0017080307006835938,0.0017080307006835938,0.0,0.0,0.0017080307006835938,8,0.0017080307006835938,8,4.04,4.4,4.04,4.36,4.4,4.5,9.0,9,16,20
rock_4_50_models_0.1,0.0019176006317138672,0.014075994491577148,0.0009770393371582031,0.0009770393371582031,0.0,0.0,0.0009770393371582031,8,0.0009770393371582031,8,4.3,4.3,4.3,4.22,4.3,4.34,8.0,8,16,20
rock_4_50_models_0.15,0.001783132553100586,0.012924909591674805,0.001020193099975586,0.001020193099975586,0.0,0.0,0.001020193099975586,8,0.001020193099975586,8,4.8,3.82,4.8,4.5,3.82,4.32,8.0,8,16,20
rock_4_50_models_0.15,0.0017223358154296875,0.01319122314453125,0.0009667873382568359,0.0009667873382568359,0.0,0.0,0.0009667873382568359,8,0.0009667873382568359,8,4.06,3.36,4.06,3.5,3.36,4.64,8.0,8,16,20
rock_4_50_models_0.15,0.0018208026885986328,0.012990236282348633,0.0010089874267578125,0.0010089874267578125,0.0,0.0,0.0010089874267578125,7,0.0010089874267578125,7,4.72,3.26,3.88,3.78,3.26,4.28,8.0,8,16,20
rock_4_50_models_0.15,0.001852273941040039,0.013751983642578125,0.0009598731994628906,0.0009598731994628906,0.0,0.0,0.0009598731994628906,8,0.0009598731994628906,8,4.44,4.44,4.44,4.32,4.44,5.06,8.0,8,16,20
rock_4_50_models_0.15,0.0015482902526855469,0.013384342193603516,0.0004909038543701172,0.0004909038543701172,0.0,0.0,0.0004909038543701172,6,0.0004909038543701172,6,3.66,3.66,3.66,3.44,3.66,3.82,6.0,6,16,16
rock_4_50_models_0.2,0.001600027084350586,0.011575937271118164,0.001886129379272461,0.001886129379272461,0.0,0.0,0.001886129379272461,8,0.001886129379272461,8,4.66,3.22,4.66,3.32,3.22,4.94,9.0,9,16,16
rock_4_50_models_0.2,0.0016710758209228516,0.012131690979003906,0.0009760856628417969,0.0009760856628417969,0.0,0.0,0.0009760856628417969,8,0.0009760856628417969,8,4.06,3.74,4.06,3.92,3.74,4.52,8.0,8,16,20
rock_4_50_models_0.2,0.0017001628875732422,0.011665821075439453,0.0006983280181884766,0.0006983280181884766,0.0,0.0,0.0006983280181884766,7,0.0006983280181884766,7,4.3,3.06,4.3,3.14,3.06,4.0,7.0,7,16,16
rock_4_50_models_0.2,0.0015897750854492188,0.011533737182617188,0.001020193099975586,0.001020193099975586,0.0,0.0,0.001020193099975586,8,0.001020193099975586,8,4.02,3.14,4.02,3.18,3.14,4.48,8.0,8,16,20
rock_4_50_models_0.2,0.0016486644744873047,0.01133275032043457,0.001809835433959961,0.001809835433959961,0.0,0.0,0.001809835433959961,8,0.001809835433959961,8,5.02,3.44,5.02,3.88,3.44,4.86,9.0,9,16,20
four_rooms_4_50_models_0.0,0.0017361640930175781,0.01271510124206543,0.0009758472442626953,0.0009758472442626953,0.0,0.0,0.0009758472442626953,8,0.0009758472442626953,8,4.0,4.0,4.0,4.66,4.0,4.28,8.0,8,16,16
four_rooms_4_50_models_0.0,0.0017268657684326172,0.012019157409667969,0.0009717941284179688,0.0009717941284179688,0.0,0.0,0.0009717941284179688,8,0.0009717941284179688,8,4.8,4.8,4.8,4.04,4.8,4.78,8.0,8,16,16
four_rooms_4_50_models_0.0,0.001750946044921875,0.012121200561523438,0.0009708404541015625,0.0009708404541015625,0.0,0.0,0.0009708404541015625,8,0.0009708404541015625,8,4.22,4.22,4.22,4.16,4.22,4.42,8.0,8,16,20
four_rooms_4_50_models_0.0,0.0016868114471435547,0.013654708862304688,0.0009572505950927734,0.0009572505950927734,0.0,0.0,0.0009572505950927734,8,0.0009572505950927734,8,4.08,4.08,4.08,4.8,4.08,4.16,8.0,8,16,16
four_rooms_4_50_models_0.0,0.0016484260559082031,0.012809038162231445,0.0009799003601074219,0.0009799003601074219,0.0,0.0,0.0009799003601074219,8,0.0009799003601074219,8,4.58,4.58,4.58,4.08,4.58,3.44,8.0,8,16,16
